complaint_id,facility_id,facility_type,incident_date,notes,severity,fine,Facility Invest Results Abuse,Facility Invest Results Rule,Type Of Abuse
MS148024,70M218,ALF,8/1/2014,"Resident #1 experienced a significant change of condition related to behaviors. The care plan failed to adequately address the behaviors or provide clear direction to staff after the significant change. The failure is a violation of resident rights, is considerd neglect of care and constitutes abuse.",2,,,,Neglect
MS148702,70M218,ALF,9/26/2014,"Resident #1 had $100 cash missing from a wallet located in her/his room. Witness testimony and facility documentation revealed 16 staff members had access to the resident's room during that timeframe and their had been rumors of previous thefts. The facility failed to ensure a safe environment and is a violation of Oregon Administrative Rules. An unknown person was found responsible for theft, is considered financial exploitation and constitutes abuse.",2,,Not Substantiated,Substantiated,Financial abuse
MS151406,70M218,ALF,5/28/2015,"The facility failed to ensure a safe environment resulting in the loss of Resident #1's liquid narcotic medication. The failure is a violation of Oregon Administrative Rules. An unknown person was found responsible for the theft, is considered financial exploitation and constitutes abuse.",2,,Not Substantiated,Substantiated,Financial abuse
DL118670,70M219,ALF,10/28/2011,Resident #1 reported missing a video camera from her/his room. Investigation was started and law enforcement called.  RP2 admitted to stealing Resident #1's camera. The facility failed to provide a safe environment. RP2 was held responsible for abuse.,2,0,Not Substantiated,Substantiated,Financial abuse
DL121585,70M219,ALF,11/7/2012,Resident #1 and Resident #2 both reported money missing from their rooms.  Reported Perpetrator 2 (RP2) was interviewed by Law Enforcement and admitted to taking the money.  RP2 was found responsible for theft which constitutes financial exploitation.  The facility failed to provide a safe environment.  The failure is a violation of Oregon Administrative Rules.,2,0,Not Substantiated,Substantiated,Financial abuse
DL135279,70M219,ALF,12/4/2013,"Resident #1 had money stolen out of his/her room.  The money was taken by an unknown individual and this person is responsible for theft of property, which is considered financial exploitation and constitutes abuse.  The facility failed to protect Resident #1's property from theft.  This failure is a violation of Oregon Administrative Rules.",2,,Not Substantiated,Substantiated,Financial abuse
DL146295A,70M219,ALF,1/30/2014,"Complainant reported suspected theft of money from Resident #1. Police were notified and an investigation was initiated. Surveillance tape showed RP2 taking money from Resident #1's room. RP2 later confessed to stealing money from Resident #1 and two other residents for approximately two years. RP2 was arrested for theft and employment terminated. The facility failed to provide a safe environment and is a violation of Oregon Administrative Rules. RP2 was found responsible for theft of money, is considered financial exploitation and constitutes abuse.",3,,Not Substantiated,Substantiated,Financial abuse
DL148881,70M219,ALF,10/10/2014,"Resident #1 and Resident #2 reported missing money out of their locked drawers. Local law enforcement was notified and an internal investigation was initiated. A hidden camera revealed RP2 taking money out of one of the resident's locked drawers and later admitted to the thefts. The facility failed to ensure a safe environment and is a violation of Oregon Administrative Rules. RP2 was found substantiated for theft of money, is considered financial exploitation and constitutes abuse.",3,,Not Substantiated,Substantiated,Financial abuse
DL151889,70M219,ALF,7/6/2015,"The facility manages the administration of Resident #1's medication. On or about July 6, 2015, RP2 administered the wrong medication to Resident #1 and was identified immediately. There was no negative outcome as a result of the medication error. The facility failed to ensure medication was administered as ordered and is a violation of Oregon Administrative Rules.",2,,,,
GP105400,70M220,ALF,10/3/2010,"Resident #1's medication dosage was reduced and was correctly set out with written instructions.  Reported Perpetrator 2 (RP2) put the higher dose of medications back in the file, and RP2 and Reported Perpetrator 3 (RP3) administered Resident #1 the incorrect, higher dose of medication for two days.  Resident #1 became lethargic, non-responsive and was sent to hospital and returned later in the day.",3,0,Not Substantiated,Substantiated,
GP105506,70M220,ALF,10/14/2010,"Resident #1 was known to wander, had wondered out into the facility parking lot, and was care planned noting unfamiliar surroundings as an environmental factor.  During an outing, Resident #1's care plan was not followed and he/she wandered off from the parking lot and was found within approximately 10 minutes.",2,0,,,
GP117142,70M220,ALF,6/2/2011,"Resident #1 had a medication order to be administered half sliding scale does of medication at bedtime.  On 6/2/11, Reported Perpetrator 2 (RP2) administered a full dose of injection medication at approximately 9:30pm to Resident #1 instead of the half dose.  RP2 notified Witness 1 and monitored Resident #1 as instructed.  By approximately 12:30am, Resident #1 could not be woken, emergency service called and transported to hospital.",3,0,Not Substantiated,Substantiated,
GP118417,70M220,ALF,11/6/2011,Two cards of Resident #1's prescription narcotic medication and the associated narcotic sheets were discovered missing.  The theft of narcotic medications resulted from actions of an unknown individual.,2,0,Not Substantiated,Substantiated,Financial abuse
GP120878,70M220,ALF,8/22/2012,Facility staff failed to properly follow Resident #1's care plan to not be left alone on the toilet.  The failure is a violation of Oregon Administrative Rules.,2,0,,,
GP133703,70M220,ALF,7/3/2013,"Reported Perpetrator 2 (RP2) positioned Resident #1 inappropriately while his/her arm was caught behind his/her back, resulting in Resident #1 sustaining a fractured arm.  The facility failed to provide appropriate care, which is a violation of Oregon Administrative Rules. RP2 is responsible for neglect of care, which is considered abuse.",3,,Not Substantiated,Substantiated,Neglect
RD148560,70M221,ALF,8/17/2014,It was discovered that Resident #1 was out of a routine medication.   Twenty pills were missing and unaccounted for.  The facility was unable to account for the missing pills.  The facility failed to provide a safe medication administration system.  The failure is a violation of Oregon Administrative Rules.,2,,,,
BO149696A,70M221,ALF,8/1/2014,"Resident #1 did not receive pain medication as prescribed by his/her physician upon returning to the facility after sustaining a broken hip.  Due to Resident #1's confusion, he/she was unable to request PRN pain medication.  The facility failed to provide a safe medication administration system resulting in pain and suffering.  The facility also failed to report incidents to APS in a timely manner.  The failures are a violation of resident rights, are considered neglect of care and constitute abuse.",3,300,,,Neglect
